0,26,11,6,2,12,281,72,51,1527,203,12,8,16,525,2057,1448,4,7,209,57,121,16,28,34,14,26,19,26,273,1010,4,18,21,18,18,10,38,29,23,7,47,10,5,31,0,160,97,0,8,28,9,8,16,25,4,18,0,35,321,1,0,0,305,17,0,9,1,0,1,225,13,9,0,0,2,131,4,1,14,11,0,10,177,18,1,0,1,0,3,0,26,2,23,1170,30,2,0,11,0
0,35,12,3,33,16,16,24,41,33,40,148,8,104,14,64,36,7,2,32,10,0,4,32,114,7,443,157,15,2154,1247,26,23,39,15,23,21,20,1,7,15,9,22,1,23,41,25,64,62,2,5,12,0,0,5,5,105,0,33,126,1,0,0,10,2,0,10,16,0,0,52,60,5,0,0,0,5,223,2,34,138,8,12,2,7,3,1,0,0,13,27,17,0,1,25,84,17,30,186,700
10,17,14,36,1084,57,32,35,53,111,10,132,9,7,18,3,19,36,0,9,19,6,18,53,29,67,34,165,23,934,99,27,41,18,2,20,14,3,1,7,13,25,13,22,7,32,23,66,71,17,5,13,12,8,8,65,61,8,0,690,365,0,4,3,8,7,81,0,0,2,1,300,8,13,0,3,1,13,5,27,790,10,0,2,9,83,472,78,31,112,24,20,7,2,7,12,9,45,991,1833
11,24,35,20,205,79,47,2,62,17,46,22,11,0,7,0,6,36,8,45,19,18,5,39,47,19,20,3,20,28,25,114,480,16,23,30,0,11,0,4,9,15,8,35,13,413,20,40,13,34,66,79,1,5,4,5,2,9,6,4,15,23,11,7,2,2,40,0,1,7,13,15,20,1,3,5,1,13,17,0,0,17,3,7,2,21,0,0,1,0,0,0,13,3,70,35,60,50,2748,2553
26,82,171,8,127,41,76,31,180,1614,2733,17,33,0,2,4,6,43,84,61,17,27,11,25,8,143,88,71,18,7,13,58,54,61,5,7,132,22,5,124,73,0,0,15,28,34,11,12,27,10,0,80,10,5,2,12,10,13,33,0,13,23,242,13,0,1,31,193,88,0,1,0,29,16,28,3,3,6,1,7,4,20,2,56,203,23,1,8,9,0,48,100,11,137,1944,113,124,228,1332,2772
8,38,314,10,46,82,247,300,32,251,56,43,3,2,41,27,3,1,7,24,5,25,8,24,416,61,3,407,0,18,29,151,40,30,14,71,14,28,36,67,175,10,31,1,0,34,128,1118,392,208,0,0,0,9,6,1,39,0,0,2,0,24,124,82,25,0,1,953,160,1,5,12,0,3,7,905,22,56,39,329,7,9,2,10,1132,17,0,32,132,13,28,69,6,130,968,29,78,95,0,3784
16,0,19,23,101,13,752,264,24,40,68,21,0,6,27,33,11,7,15,4,83,40,12,42,1569,34,6,11,34,0,19,107,723,203,161,125,1165,29,4,8,128,29,52,5,159,760,3060,1913,100,68,150,49,26,16,2,0,0,0,22,43,0,0,11,18,194,442,15,214,9,5,0,13,3,13,0,273,5,5,17,11,63,165,28,24,58,19,4,1,1,5,4,5,55,11,5,53,255,2361,2665,1831
12,8,37,104,10,43,157,92,49,65,20,16,0,28,56,19,5,6,3,3,21,15,3,54,518,201,14,30,29,30,6,18,205,1659,1532,0,0,0,1,6,2,47,406,26,51,401,2972,941,210,16,13,30,70,26,8,1,0,2,0,4,1,6,1,3,5,44,141,440,789,9,4,20,29,0,0,0,12,13,24,0,1,24,19,9,68,33,0,0,0,0,0,2,20,49,14,96,107,1043,1747,51
22,132,62,176,85,4,7,81,229,402,18,2,14,562,74,5,12,9,13,1,5,8,5,119,2112,163,61,0,20,71,23,34,26,121,1,0,0,0,0,0,0,11,8,3,103,56,988,312,11,311,9,3,11,2,13,1,16,16,24,11,5,0,10,13,12,0,0,5,146,31,10,132,15,16,6,13,26,77,20,14,0,3,0,1,3,15,12,0,5,4,0,0,0,70,297,2,1,798,3499,2710
80,12,56,53,74,0,7,60,31,85,40,9,102,786,17,56,17,15,0,18,33,2,0,1006,2820,36,136,3,35,104,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,513,22,5,83,4,1,5,1,85,253,52,12,1,6,0,322,150,48,19,26,411,2424,4372,4153,1143,12,61,12,2,24,47,1,11,32,7,0,0,0,0,8,25,11,3,44,24,0,40,222,51,0,0,0,1129,3150
