5075,3446,2654,83,667,1839,116,559,716,1835,3967,3022,2931,1604,70,26,31,1,24,7,0,1507,42,46,32,14,33,659,232,4,4,5,119,14,16,0,81,0,11,6,12,23,9,19,2,10,11,22,7,106,475,31,99,2605,74,224,3023,5749,2874,3582,5173,3155,2671,3656,1547,325,20,0,0,10,129,3,4,3,9,19,2,3,10,0,4,7,5,19,1,438,2283,362,165,1,0,0,16,0,28,69,0,0,0,1
2898,3055,4379,75,508,199,979,3086,1584,78,843,2379,3260,455,200,15,21,131,84,8,36,21,230,164,1358,118,322,1426,117,22,1564,1717,18,3,0,21,10,4,3,21,112,14,31,330,303,18,856,978,4,9,96,37,645,2693,1673,475,1290,3453,4491,2378,4402,3408,7,5,295,858,723,111,23,3,3,10,4,17,37,36,0,0,6,1,1,0,11,4,9,0,0,8,0,21,169,0,0,0,0,0,0,17,14,0
5896,8673,3452,3857,761,78,613,5287,1457,0,280,1820,2220,2429,13,19,16,21,22,2,23,912,143,6,161,28,61,536,11,26,2853,2891,914,26,20,60,13,14,17,739,756,0,6,220,3709,2863,4099,1319,34,11,18,1343,893,3069,1429,2307,3899,533,551,654,1964,1218,34,55,60,1172,159,126,13,29,6,9,9,0,0,0,0,1,7,1,60,0,4,16,1,4,1,228,0,0,10,157,53,2,0,8,52,3,0,23
2281,5449,1897,2394,643,154,498,1744,1040,0,0,1471,1828,3792,3861,175,36,20,5,38,19,2160,0,61,503,30,20,118,120,2,15,972,286,5,152,236,11,1,8,171,171,27,49,748,2832,547,781,60,0,6,94,74,10,275,1088,1659,2563,685,31,126,3,10,1,74,2,9,18,4,0,1,0,50,55,2,2,11,0,29,359,165,0,13,4,0,0,27,1,118,0,46,3,1,0,9,79,6,2,21,17,2
4781,2384,5412,1209,1840,1857,6536,5603,3994,1720,401,2269,3558,4409,1767,47,20,14,1,15,15,586,4,173,701,9,9,0,10,63,20,5,159,47,34,45,6,329,278,3,79,1141,2184,2671,46,15,35,120,717,712,17,1433,21,46,1928,807,143,2585,3513,11,2,14,201,23,31,0,0,0,7,1,0,5,3,18,35,46,15,2,10,4,45,0,3,16,2,0,0,5,7,1,0,1,0,11,12,15,4,24,3,0
4878,4794,950,2146,3920,2394,1358,5302,7390,4747,4401,4400,2278,2579,1418,27,93,28,21,26,89,4,16,7,18,20,9,14,149,297,38,113,1020,1,18,40,27,113,120,62,718,4422,5254,2704,62,17,69,33,1651,674,18,54,11,1,1035,107,1,62,9,14,26,1,13,2,616,5,4,736,1112,1,29,149,5,6,0,0,7,119,27,0,0,9,8,0,0,1,2,5,0,442,539,0,0,0,1,7,148,0,0,0
3881,4566,406,4859,6008,5906,4942,5692,6062,5096,4857,4689,1738,2283,2742,11,20,98,58,23,166,136,12,34,6,23,6,6,29,6,41,829,3770,2009,215,31,2391,2207,842,320,1491,4459,2787,3495,1470,108,19,5,1175,1140,12,842,2070,9,11,5,20,0,5,2,1,8,2,14,2461,786,33,1429,1965,159,0,63,214,1,0,6,3,0,6,97,196,38,2,0,319,9,196,45,0,74,206,0,0,1,0,0,0,1,2,0
6011,897,0,48,4479,4723,2603,2236,3909,4781,6456,4294,3680,1615,2218,1298,128,663,261,1,0,345,81,101,38,13,8,16,11,47,25,443,3016,3609,2313,2925,2564,3264,1727,196,840,109,2060,4739,2018,66,86,111,179,27,4,13,1670,2080,1,38,15,284,1,158,7,330,12,35,339,694,93,253,38,16,7,13,181,34,162,1,23,0,0,69,97,14,45,141,312,46,0,2,0,1,13,0,2,0,36,20,0,0,0,2
3410,978,3,278,4642,3222,2520,708,2715,5169,6456,4631,5302,2503,5783,853,107,1368,658,21,0,115,65,45,198,34,37,2,9,489,319,908,4534,4756,6361,6539,3512,1473,82,0,3,8,751,1413,130,13,16,236,412,4,8,10,847,1376,7,7,14,22,8,2,2,2,53,1,9,134,14,15,0,7,10,15,26,1,1,2,2,140,9,31,0,3,0,0,0,0,109,4,0,12,0,5,0,1,0,68,14,3,0,2
3581,4501,209,6556,8111,5684,7943,7159,2675,3345,5508,3977,333,857,2636,2672,2749,1469,537,1500,7,22,270,178,36,19,60,107,623,134,6,6,13,673,2350,2716,3045,4033,2806,140,4,12,11,11,0,8,8,15,13,0,223,4,410,11,532,136,286,3,16,14,34,4,160,4,0,23,0,4,77,9,232,0,14,0,0,1,0,92,0,187,3,3,0,121,907,23,273,3570,2391,620,0,3,91,0,0,0,0,0,0,1
