4,32,38,38,18,225,36,6,4,24,4,632,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,5254,4113,38,1325,1238,138,21,263,3236,385,33,232,512,3,121,66,1912,3303,65,1188,80,14,4,75,1395,137,678,2171,224,13,0,0,0,0,1,0,0,785,2,0,0,5,836,468,0,0,0,0,0,641
1,142,77,7,12,129,153,102,82,11,5,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,1492,0,1,112,549,671,3248,3786,2471,774,875,948,4,1219,2753,3635,1469,701,812,2309,13,296,1711,4086,1928,729,755,9,0,0,0,0,0,10,0,0,305,0,0,0,144,129,2329,1528,10,0,1602,0,2
14,47,0,0,0,4,110,358,15,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,327,849,986,1232,222,22,37,1167,640,3173,3494,803,1069,1861,2537,1058,4050,1324,937,3605,1251,14,0,0,0,0,5,0,4,0,105,0,0,0,0,0,0,0,952,1842,27,562,897,1720
0,0,0,0,0,0,0,0,0,0,0,0,0,3,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,37,71,2662,1063,17,535,2045,4830,3137,3156,2024,36,2536,2788,483,727,1891,1,2086,4055,3510,1724,2,200,263,0,0,0,58,237,300,53,218,1104,0,0,0,0,283,2510,2829,153,0,1272
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,621,412,1365,384,62,10,449,1705,1977,725,766,3741,4657,6113,623,2111,1015,49,4,222,13,871,3282,53,897,99,226,94,4,1,115,210,85,57,1439,172,0,0,0,4,0,0,799,9,1838,2137,1535,78
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,281,169,55,63,755,598,273,224,2,222,1094,3820,3596,5501,305,465,99,0,2,181,2,1525,1908,8,7,6,68,348,21,0,0,0,0,2761,400,0,0,3,0,9,0,2,0,0,258,2179,542,1625
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,79,123,35,71,0,0,0,30,49,89,22,15,33,66,48,861,3013,3835,3202,3524,4525,6134,4130,3395,2593,709,72,41,225,3,63,1774,638,1,5,58,321,3,0,0,0,33,1757,0,0,1,250,688,0,0,439,0,0,0,832,689,2026
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,48,1,11,3,11,11,25,165,24,5,0,1,5,10,7,1,820,1083,540,3207,2791,6905,7519,2358,2026,34,0,71,5,0,0,0,660,2471,13,1911,2320,11,4,742,0,3,832,1020,0,1,0,4,996,0,4,1835,2,0,15,566,1894,3997
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,294,26,29,8,81,33,62,84,29,34,6,14,12,4,0,0,61,5,2,1052,380,9,0,0,0,0,0,0,0,0,0,1205,2252,883,0,498,414,10,24,120,0,5,889,2454,709,11,2,0,1858,0,11,738,0,0,0,0,4,2615
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,13,4,19,43,145,26,4,0,0,0,0,15,13,49,5,2,1,1303,1389,14,0,0,0,0,0,0,0,0,0,0,1811,4872,2610,2464,1292,0,1,8,1,0,25,552,2842,2971,5,0,0,478,0,27,1607,0,0,0,0,177,12
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,23,34,68,184,15,0,13,21,5,152,47,86,628,550,147,2699,1785,0,0,0,0,0,0,0,0,0,0,0,0,1617,3460,1057,3062,405,2,2,0,0,0,11,164,1832,95,12,0,328,6,0,793,0,0,0,971,734,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,24,0,1,3,86,8,4,4,18,40,90,102,179,1085,75,380,1385,687,2860,1721,0,0,0,0,0,0,0,0,0,0,0,0,0,223,0,1822,492,0,0,0,0,0,37,48,863,214,42,4,4,45,4,374,7,7,27,610,1882,736
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,122,34,8,2,132,18,7,24,1,0,0,0,61,624,32,29,173,292,1237,2274,827,0,0,0,0,0,0,0,0,0,0,0,0,0,2,148,2297,10,2,0,0,0,3,0,16,12,15,778,692,558,206,207,260,79,4,23,56,576
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,3,20,10,21,146,8,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,75,84,79,6,0,1,0,0,0,0,0,18,261,606,155,2,345,2,0,5,1,1,1
